Alt_Name,Brand,City,Country,Dispensing,Email,Fax,Hours,House_Number,ID,Latitude,Longitude,Name,Payment_Cash,Payment_Credit_Card,Payment_Debit_Card,Phone Number,Postal_Code,Province,Street,Website,Wheelchair,geometry
,Pharmasave,,,yes,,,,,6600812041,43.7596926,-79.2270095,Pharmasave,,,,,,,,,,POINT (-79.22700949999999 43.7596926)
,,,,yes,,,,,6600846482,43.7625038,-79.2147551,Golfdale Pharmacy,,,,,,,,,,POINT (-79.2147551 43.7625038)
,,,,yes,,,,,6600852110,43.7596918,-79.2233048,Mercury Drugs,,,,,,,,,,POINT (-79.22330479999999 43.7596918)
,PharmaChoice,,,yes,,,,,6600852114,43.7607905,-79.2226918,PharmaChoice,,,,,,,,,,POINT (-79.22269180000001 43.7607905)
,,,,yes,,,,,6603447373,43.8061011,-79.2207262,Medicine Shoppe Pharmacy,,,,,,,,,,POINT (-79.2207262 43.8061011)
Rylander Pharmacy,Pharmasave,,,yes,,,,,6612435277,43.7980445,-79.1485714,Pharmasave,,,,,,,,,,POINT (-79.14857139999999 43.7980445)
,I.D.A.,,,,,,,,6647305062,43.6377290,-79.4886817,I.D.A.,,,,,,,,,,POINT (-79.4886817 43.637729)
,Shoppers Drug Mart,,,,,,,,6678059486,43.6556729,-79.3804371,Shoppers Drug Mart,,,,,,,,,,POINT (-79.38043709999999 43.6556729)
,Shoppers Drug Mart,,,,,,,,6680665666,43.7622320,-79.4102442,Shoppers Drug Mart,,,,,,,,,,POINT (-79.41024419999999 43.762232)
,,,,,,,,911,6685670202,43.6606260,-79.3415418,Wood Green Discount Pharmacy,,,,,,,Queen Street East,,,POINT (-79.3415418 43.660626)
,,,,,,,,,6685670272,43.6596403,-79.3469612,St. Mary Pharmacy,,,,,,,,,,POINT (-79.3469612 43.6596403)
,,Scarborough,,yes,,,,2900,6762402713,43.7392780,-79.2382141,Ash Medical Pharmacy,,,,,M1J 2E4,,Eglinton Avenue East,,,POINT (-79.23821409999999 43.739278)
,,,,yes,,,,,6826947349,43.6980641,-79.3963165,Pharmasave Davisville Pharmacy,,,,,,,,,,POINT (-79.3963165 43.6980641)
,,,,,,,Mo-Fr 09:00-21:00; Sa-Su 09:00-17:00,200,6904197254,43.6511779,-79.3662711,No Frills Pharmacy,,,,,,,Front Street East,,,POINT (-79.36627110000001 43.6511779)
,,,,,,,,997,6923444577,43.6685657,-79.3380328,Total Health Pharmacy,,,,,,,Gerrard Street East,,,POINT (-79.33803279999999 43.6685657)
,,,,,,,,,6923531985,43.6687316,-79.3372529,Vina Pharmacy,,,,,,,,,,POINT (-79.3372529 43.6687316)
,,,,,,,,,6991020710,43.6392790,-79.5621387,One Eva Pharmacy,,,,,,,,,,POINT (-79.56213870000001 43.639279)
,,,,yes,,,,,7021803729,43.7776679,-79.4153040,,,,,,,,,,,POINT (-79.41530400000001 43.7776679)
,,,,yes,,,,,7078198354,43.6650363,-79.3876855,Pharmasave,,,,,,,,,,POINT (-79.3876855 43.6650363)
,,Toronto,,yes,,,,2760,7120482520,43.7186694,-79.4011390,Glengrove Pharmacy,,,,,,,Yonge Street,,,POINT (-79.401139 43.7186694)
,Shoppers Drug Mart,Toronto,,yes,,,Mo-Su 08:00-22:00,593,7147311082,43.6602426,-79.3613500,Shoppers Drug Mart,,,,,M5A 3H6,Ontario,Dundas Street East,,,POINT (-79.36135 43.6602426)
,Pharmasave,Toronto,CA,yes,,,,1275,7185546702,43.7639044,-79.4874792,Pharmasave,,,,,M3J 2G5,ON,Finch Avenue West,,,POINT (-79.4874792 43.7639044)
