Brand,City,Country,Email,Hours,House_Number,ID,Latitude,Longitude,Name,Phone Number,Postal_Code,Province,Street,Website,Wheelchair,geometry
,,,,Mo-Su,,4621075577,43.6560718,-79.3939620,Baldwin Convenience,,,,,,,POINT (-79.393962 43.6560718)
,Toronto,,,Mo-Sa 09:00-19:00; Su 10:00-19:00,2650,4630113391,43.7054617,-79.3133278,Grocery & Bargain,,M4B 3M1,,St Clair Avenue East,,,POINT (-79.3133278 43.7054617)
,,,,,,4692270358,43.7835176,-79.2986720,Daisy Mart,,,,,,,POINT (-79.298672 43.7835176)
,Toronto,,,,927,4818159685,43.6614784,-79.4272786,Double Double Convenience,,,,Bloor Street West,,,POINT (-79.42727859999999 43.6614784)
,Toronto,,,,919,4922343568,43.6507918,-79.4128988,Discount Mart,+1-416-603-8959,,,Dundas Street West,,limited,POINT (-79.41289879999999 43.6507918)
,Toronto,,,"Mo-Fr 07:00-19:00, Sa 07:00-18:00, Su 07:00-14:00",878,4922343574,43.6513065,-79.4114752,Dundas Street Supermarket,,,,Dundas Street West,,,POINT (-79.4114752 43.6513065)
,,,,,,4932801710,43.6746475,-79.4572137,Dollar & Variety Store,,,,,,,POINT (-79.4572137 43.6746475)
,,,,,,5016394369,43.6826511,-79.4645713,,,,,,,,POINT (-79.4645713 43.6826511)
,,,,,,5016400116,43.6819645,-79.4667077,Mini-Mart,,,,,,,POINT (-79.4667077 43.6819645)
,,,,,,5016401643,43.6825076,-79.4642186,Milk Mart,,,,,,,POINT (-79.4642186 43.6825076)
,Toronto,,,,1264,5022507104,43.6588893,-79.4409618,TL Discount Store,,,,Bloor Street West,,,POINT (-79.4409618 43.6588893)
,,,,,,5029773358,43.7190962,-79.4292842,Circle K,,,,,,,POINT (-79.4292842 43.7190962)
,,,,,3884,5037132798,43.6406037,-79.5420743,Diary Jug Conenience Store,,,,Bloor Street West,,,POINT (-79.5420743 43.6406037)
,,,,,3830,5045251812,43.6415006,-79.5381129,Maple Convenience,,,,Bloor Street West,,,POINT (-79.5381129 43.6415006)
,East York,,,,561,5052405529,43.6976524,-79.3291721,Circle K,+1-416-421-9333,M4C 2Z7,,O'Connor Drive,,,POINT (-79.32917209999999 43.6976524)
,,,,,,5110834812,43.6596811,-79.3662450,Anggona,,,,,,,POINT (-79.36624500000001 43.6596811)
,,,,,,5110834814,43.6598033,-79.3662933,Marhaba Super Market Inc. 2,,,,,,,POINT (-79.3662933 43.6598033)
,,,,,,5110834817,43.6599470,-79.3663541,Alisha Video & Gifts,,,,,,,POINT (-79.3663541 43.659947)
,Toronto,,,,330 1/2,5110834818,43.6599899,-79.3663762,Surma Super Market,+1-416-925-2784,,,Parliament Street,,yes,POINT (-79.3663762 43.6599899)
,,,,,,5110835027,43.6630881,-79.3673220,Super Bargin,,,,,,,POINT (-79.367322 43.6630881)
,,,,,,5110845076,43.7802949,-79.2997522,On The Way,,,,,,,POINT (-79.2997522 43.7802949)
,,,,,,5137610886,43.6463283,-79.4436689,Wilson's Variety and Grocery,,,,,,,POINT (-79.44366890000001 43.6463283)
,Toronto,,,,1550,5150012803,43.6563147,-79.4532283,Bloor Smoke Gift Variety,,,,Bloor Street West,,,POINT (-79.45322830000001 43.6563147)
,,,,,,5158010728,43.7963228,-79.2301343,Food Mart,,,,,,,POINT (-79.2301343 43.7963228)
,,,,,,5158010732,43.7957663,-79.2310941,Food Mart,,,,,,,POINT (-79.23109410000001 43.7957663)
,,,,,,5158208476,43.7957020,-79.2261701,Lapsley Food and Conveniences,,,,,,,POINT (-79.2261701 43.795702)
,,,,,5064,5161264392,43.6457246,-79.5318847,Dairy Milk,,,,Dundas Street West,,,POINT (-79.53188470000001 43.6457246)
,,,,,,5184936116,43.6727076,-79.4680226,Healthy Planet,,,,,,,POINT (-79.4680226 43.6727076)
,Toronto,,rabbaitems@rabba.com,,361,5202545053,43.6431912,-79.3913725,,+1-416-205-9600,,,Front Street West,http://www.rabba.com/,,POINT (-79.3913725 43.6431912)
,,,,,,5220291175,43.6808476,-79.2827549,Pik-Kwik,,,,,,,POINT (-79.2827549 43.6808476)
,,,,,,5220318994,43.6875918,-79.2862246,,,,,,,,POINT (-79.2862246 43.6875918)
,,,,,,5220417827,43.6871384,-79.2869368,Loblaws Gas Bar,,,,,,,POINT (-79.28693680000001 43.6871384)
,Toronto,,,24/7,677,5225571351,43.6436755,-79.4032587,Busy Bee King Mart,,,,King Street West,,,POINT (-79.40325869999999 43.6436755)
,,,,,,5249129259,43.6726508,-79.4683214,Healthy Planet,,,,,,,POINT (-79.46832139999999 43.6726508)
,,,,,,5260039173,43.7929704,-79.3303603,,,,,,,,POINT (-79.3303603 43.7929704)
,,,,,,5266291978,43.7689530,-79.3700478,Cornerstone Market,,,,,,,POINT (-79.37004779999999 43.768953)
,,,,,,5267141830,43.7943925,-79.3535641,Convenience Flowers,,,,,,,POINT (-79.3535641 43.7943925)
,Scarborough,,,Mo-Su 10:00-22:30,5661,5290828995,43.8316386,-79.2659691,Nguyen Huong Foods Company,+1-416-292-8875,M1V 5P6,,Steeles Avenue East,,,POINT (-79.26596910000001 43.8316386)
,,,,,,5375399109,43.7370072,-79.4343737,Circle K,,,,,,,POINT (-79.43437369999999 43.7370072)
,Toronto,,,,573,5379553312,43.6654018,-79.3845990,Mix40,+1-647-748-5655,M4Y 1Z2,,Yonge Street,http://mix40.mogroupp.com,yes,POINT (-79.38459899999999 43.6654018)
,,,,,,5418880295,43.6305460,-79.4847873,T.D. Variety,,,,,,,POINT (-79.48478729999999 43.630546)
,Toronto,,,,590,5431847321,43.6553928,-79.4136193,Splish Splash,+1-416-532-6499,,,College Street,,,POINT (-79.41361929999999 43.6553928)
,Toronto,,,,1425,5437754621,43.6825410,-79.3267518,Holrds Convenience,+1-647-351-0803,,,Danforth Avenue,,yes,POINT (-79.3267518 43.682541)
,Toronto,,,,685,5473925721,43.6816298,-79.4254178,St Clair Convenience,,M6C 1A7,,St. Clair Avenue West,,yes,POINT (-79.42541780000001 43.6816298)
,,,,,,5503866477,43.6412614,-79.4340491,Super Land Market,,,,,,,POINT (-79.4340491 43.6412614)
,,,,,,5503886003,43.6406655,-79.4341987,A-1 Convenience,,,,,,,POINT (-79.4341987 43.6406655)
,,,,,,5503886005,43.6411367,-79.4346084,Best Convenience,,,,,,,POINT (-79.4346084 43.6411367)
,Toronto,,,,319,5508582721,43.6486556,-79.4497763,Roncesvalles Convenience Plus,+1-416-531-2616,M6R 2M6,,Roncesvalles Avenue,,yes,POINT (-79.4497763 43.6486556)
,,,,,,5549137660,43.6458082,-79.3761508,Gateway Newstands,,,,,,,POINT (-79.3761508 43.6458082)
,Toronto,,,Mo-Su 08:00-23:30,9,5559913025,43.7797541,-79.4147737,Family Convenience,,M2N 7K4,,Finch Avenue East,,,POINT (-79.4147737 43.7797541)
,,,,,,5581608385,43.7802217,-79.4107465,,,,,,,,POINT (-79.4107465 43.7802217)
,,,,,,5642628626,43.6955284,-79.4503647,Pat's Gift & Variety,,,,,,,POINT (-79.45036469999999 43.6955284)
,,,,,,5642653387,43.6921134,-79.4673913,C-Mart,,,,,,,POINT (-79.4673913 43.6921134)
,,,,,,5646571590,43.6813847,-79.3316952,Circle K,,,,,,,POINT (-79.3316952 43.6813847)
,,,,,,5646589340,43.6822335,-79.3296728,A&E Variety,,,,,,,POINT (-79.3296728 43.6822335)
,,,,24/7,,5671150472,43.7886325,-79.3307321,Circle K,,,,,,,POINT (-79.33073210000001 43.7886325)
,,,,,,5671150474,43.7878891,-79.3298722,Dollar Store,,,,,,,POINT (-79.3298722 43.7878891)
,,,,,,5677724757,43.7257583,-79.3139505,Circle K,,,,,,,POINT (-79.3139505 43.7257583)
,,,,,,5678688168,43.6738152,-79.4372314,,,,,,,,POINT (-79.4372314 43.6738152)
,Etobicoke,,,,1162,5708886322,43.7380040,-79.5676857,Albion Paan & Video,,M9V 1A8,,Albion Road,,no,POINT (-79.5676857 43.738004)
,Etobicoke,,,,900,5709480421,43.7350440,-79.5588837,Yong Albion Convinience,+1-416-740-4329,M9V 1A5,,Albion Road,,limited,POINT (-79.5588837 43.735044)
,Toronto,,,,764,5720736721,43.6522344,-79.4070366,E Zhan Bubble Tea Internet Café,+1-647-430-5987,M6J 1T8,,Dundas Street West,,no,POINT (-79.4070366 43.6522344)
,Toronto,,,,445,5741810847,43.6638490,-79.3800400,Maple Leaf Convenience,+1-416-967-3564,M4Y 2C5,,Church Street,,no,POINT (-79.38003999999999 43.663849)
,Toronto,,,,497,5749636621,43.6654873,-79.3807217,Pusateri Fruit,+1-416-923-2043,M4Y 2C6,,Church Street,http://www.pusateri.ca,yes,POINT (-79.3807217 43.6654873)
,,,,,65,5771988071,43.6500529,-79.4001868,Alexandra Tuck Shop,,,,Augusta Avenue,,,POINT (-79.4001868 43.6500529)
,,,,,,5793561214,43.7697182,-79.5020860,Gateway on the Go,,,,,,,POINT (-79.50208600000001 43.7697182)
,,,,,,5793619265,43.7561773,-79.5187935,Jian Hing Supermarket,,,,,,,POINT (-79.5187935 43.7561773)
,,,,,,5793619276,43.7562286,-79.5180935,Norfinch Smoke and Gift,,,,,,,POINT (-79.51809350000001 43.7562286)
,,,,,,5793891409,43.7372049,-79.5247909,On the Go,,,,,,,POINT (-79.5247909 43.7372049)
,Toronto ON,,,,247,5796529753,43.6617678,-79.3692029,Gerrard Convenience,+1-416-945-2277,,,Gerrard Street East,,yes,POINT (-79.3692029 43.6617678)
,Toronto,,,,609,5801942353,43.6680790,-79.3693080,Parliament Smoke & Gift,+1-416-968-3794,M4X 1P9,,Parliament Street,,yes,POINT (-79.369308 43.668079)
,Toronto,,,,1422,5856826841,43.6573710,-79.4479374,Bloor Mini Mart,,,,Bloor Street West,,,POINT (-79.4479374 43.657371)
,Etobicoke,,,Mo-Su 08:00-21:00,1701,5917075342,43.7331192,-79.5884896,Dollar King & Party Supplies,,M9V 4N4,,Martin Grove Road,,,POINT (-79.5884896 43.7331192)
,Etobicoke,,,Mo-Su 07:00-23:00,1701,5917075343,43.7331385,-79.5884199,Convenience Store,,M9V 4N4,,Martin Grove Road,,,POINT (-79.58841990000001 43.7331385)
,North York,,,Mo-Sa 08:00-18:00,1442,6003902000,43.7086375,-79.4803711,,,,,Lawrence Avenue West,,,POINT (-79.4803711 43.7086375)
,,,,24/7,198,6074566918,43.6504791,-79.3887926,Express To Go Convenience,,,,Queen Street West,,,POINT (-79.3887926 43.6504791)
,Toronto,,,"Mo-Sa 07:00-22:00, Su 09:00-22:00",20,6097088538,43.6401487,-79.4238567,Fuzion Convenience,,,,Joe Shuster Way,,,POINT (-79.4238567 43.6401487)
,,,,,,6173003694,43.6261353,-79.5283834,Gabby's Express,,,,,,,POINT (-79.5283834 43.6261353)
,,,,,,6175070710,43.7593978,-79.5708789,Sathuja's Chinna Kadai Fish & Meat Market,,,,,,,POINT (-79.5708789 43.7593978)
,,,,,,6175614778,43.5969684,-79.5435896,Snack Express,,,,,,,POINT (-79.5435896 43.5969684)
,Toronto,,,,160A,6184564993,43.6365376,-79.4370653,Kapamilya Foods,+1-416-534-0269,M6K 1C2,,Springhurst Avenue,,,POINT (-79.4370653 43.6365376)
,Toronto,,,,160,6184565002,43.6366420,-79.4369312,Jameson Variety Fair,,,,Springhurst Avenue,,,POINT (-79.4369312 43.636642)
,,,,,,6184565004,43.6372748,-79.4362821,Central Market,+1-416-516-8318,,,,,,POINT (-79.4362821 43.6372748)
,Toronto,,,,1265,6184565121,43.6381367,-79.4306816,King's Milk,,,,King Street West,,,POINT (-79.4306816 43.6381367)
,Toronto,,,,1236,6184565136,43.6387938,-79.4287317,King's Food Market,,,,King Street West,,,POINT (-79.4287317 43.6387938)
,Toronto,,,,1232,6184565138,43.6388127,-79.4286096,King Mini Mart,,,,King Street West,,,POINT (-79.4286096 43.6388127)
,Toronto,,,,930,6201102931,43.6448784,-79.4160649,Family Mart,+1-416-533-9779,,,Queen Street West,,,POINT (-79.41606489999999 43.6448784)
,Toronto,,,,998,6201102946,43.6443689,-79.4185641,K & N Supermarket,,,,Queen Street West,,,POINT (-79.4185641 43.6443689)
,Toronto,,,,974,6201102949,43.6445155,-79.4178144,Hong Phat,,,,Queen Street West,,,POINT (-79.4178144 43.6445155)
,Toronto,,,,1151,6240358455,43.6492405,-79.4211276,Amigo Convenience,,,,Dundas Street West,,,POINT (-79.42112760000001 43.6492405)
,Toronto,,,,1193,6240358466,43.6492594,-79.4222300,King's Fruit Supermarket,+1-647-352-1193,,,Dundas Street West,,,POINT (-79.42223 43.6492594)
,Toronto,,,,615,6258670123,43.6595759,-79.4386570,Saponeti,+1-647-344-1875,,,Brock Avenue,https://www.saponetti.ca/,,POINT (-79.43865700000001 43.6595759)
,,,,,,6282986849,43.6531690,-79.4677860,Garden's Food,+1-416-766-6605,,,,,,POINT (-79.467786 43.653169)
,,,,,290,6302674402,43.6348553,-79.5625782,Daisy Mart,,,,The West Mall,,,POINT (-79.5625782 43.6348553)
,,,,,290,6302674432,43.6351604,-79.5627328,West Mall Super Save Food Mart,,,,The West Mall,,,POINT (-79.56273280000001 43.6351604)
,Toronto,,,,1014,6304072704,43.6503618,-79.4161561,Super 4 Variety & Grocery,,,,Dundas Street West,,,POINT (-79.41615609999999 43.6503618)
,,,,,3325,6304868756,43.6451181,-79.5207227,Young's Variety,,,,Bloor Street West,,,POINT (-79.52072269999999 43.6451181)
,Etobicoke,,,,2992,6306230091,43.6477650,-79.5102493,Kingsway Variety,,M8X 1C2,,Bloor Street West,,,POINT (-79.5102493 43.647765)
,,,,,,6307475001,43.6914936,-79.5316815,Royal York Smoke Shop,,,,,,,POINT (-79.5316815 43.6914936)
,,,,,270,6309798881,43.6611357,-79.5195170,Humbertown Convenience,,,,The Kingsway,,,POINT (-79.51951699999999 43.6611357)
,,,,,,6310400047,43.6331641,-79.5422884,Dundas West Convenience,,,,,,,POINT (-79.5422884 43.6331641)
Circle K,,,,,140,6314606861,43.6855781,-79.5238441,Circle K,,,,La Rose Avenue,,,POINT (-79.52384410000001 43.6855781)
,,,,,140,6314606865,43.6855335,-79.5233895,Melrose Variety,,,,La Rose Avenue,,,POINT (-79.52338949999999 43.6855335)
,,,,,,6315140376,43.6826385,-79.5106798,Kenny's Fresh Foods,,,,,,,POINT (-79.51067980000001 43.6826385)
,,,,,,6315313396,43.6796668,-79.5473249,Maxi Mart,,,,,,,POINT (-79.54732490000001 43.6796668)
,,,,,,6315313423,43.6797172,-79.5457833,The Richviewer,,,,,,,POINT (-79.5457833 43.6797172)
,,,,,,6318936244,43.6970129,-79.5440828,People's Convenience,,,,,,,POINT (-79.5440828 43.6970129)
,,,,,,6318936248,43.6968726,-79.5439933,Al-Haram Halal Meat & Groceries,,,,,,,POINT (-79.5439933 43.6968726)
,,,,,,6324061435,43.6831003,-79.5660343,Kitchen Food Fair,,,,,,,POINT (-79.5660343 43.6831003)
,Toronto,,,,127,6325960671,43.6429651,-79.4475842,Cinema Convenience,,,,Roncesvalles Avenue,,,POINT (-79.44758419999999 43.6429651)
,,,,,,6328099913,43.7012416,-79.5284164,Dixon Milk,,,,,,,POINT (-79.5284164 43.7012416)
,,,,,,6328248459,43.7150827,-79.5556124,Max Mini Mart,,,,,,,POINT (-79.5556124 43.7150827)
,,,,,,6328248460,43.7150290,-79.5555947,Arthur Variety,,,,,,,POINT (-79.5555947 43.715029)
,,,,,,6329863975,43.7140182,-79.5581871,Rexdale Grocers,,,,,,,POINT (-79.5581871 43.7140182)
,,,,,,6329863980,43.7141859,-79.5577365,Amin Foodmart & Halal Meat,,,,,,,POINT (-79.5577365 43.7141859)
,,,,,,6329864289,43.7146173,-79.5560769,Akhigbe African-Caribbean Food Market,,,,,,,POINT (-79.55607689999999 43.7146173)
,,,,,,6329864290,43.7146027,-79.5561406,Al-Fateh Grocers,,,,,,,POINT (-79.55614060000001 43.7146027)
,,,,,,6329886743,43.7129737,-79.5678914,Kipling Variety Store,,,,,,,POINT (-79.56789139999999 43.7129737)
,,,,,,6333522637,43.7248940,-79.5508559,Albion Variety,,,,,,,POINT (-79.5508559 43.724894)
,,,,,,6333522644,43.7256446,-79.5515859,Hamshow Mini Mart,,,,,,,POINT (-79.55158590000001 43.7256446)
,,,,,,6333707759,43.7292522,-79.5741304,M&S Variety,,,,,,,POINT (-79.5741304 43.7292522)
,,,,,1530,6334218969,43.7421895,-79.5835293,Goodies Convenience,,,,Albion Road,,,POINT (-79.5835293 43.7421895)
,,,,,1620,6334287548,43.7420068,-79.5921201,Jug City,,,,Albion Road,,,POINT (-79.5921201 43.7420068)
,,,,,,6334374240,43.7506254,-79.5839390,Rabba,,,,,,,POINT (-79.583939 43.7506254)
,,,,,,6334392482,43.7568557,-79.5890961,M&D Variety,,,,,,,POINT (-79.58909610000001 43.7568557)
,,,,,,6334392494,43.7564221,-79.5894495,Kingdom Supermarket,,,,,,,POINT (-79.5894495 43.7564221)
Circle K,,,,,,6334432781,43.7511906,-79.5998214,Circle K,,,,,,,POINT (-79.5998214 43.7511906)
Hasty Market,,,,,,6334487387,43.7341423,-79.6058194,Hasty Market,,,,,,,POINT (-79.6058194 43.7341423)
,Toronto,,,,884,6340696125,43.6621822,-79.4253883,Ossington Minimart,+1-416-537-4134,,,Bloor Street West,,,POINT (-79.42538829999999 43.6621822)
,Toronto,,,,1000,6340806333,43.6610893,-79.4303081,21 Seven Market,,,,Bloor Street West,,,POINT (-79.4303081 43.6610893)
,Toronto,,,,1064,6340850225,43.6604737,-79.4330688,Luck Discount Variety,,,,Bloor Street West,,,POINT (-79.4330688 43.6604737)
Shell Select,,,,,,6340918504,43.7102212,-79.5350640,Shell Select,,,,,,,POINT (-79.53506400000001 43.7102212)
,,,,,,6340934481,43.7065963,-79.5317550,Seif Halal Food Market,,,,,,,POINT (-79.531755 43.7065963)
,,,,,,6340934484,43.7065820,-79.5315401,Home Town Convenience,,,,,,,POINT (-79.5315401 43.706582)
,,,,,,6340941060,43.7031684,-79.5247333,Sinclair Variety & Gift,,,,,,,POINT (-79.52473329999999 43.7031684)
,,,,,,6340988716,43.7023474,-79.5228257,Min-A-Mart,,,,,,,POINT (-79.5228257 43.7023474)
,,,,,,6341002529,43.7007826,-79.5179703,Ausef Foods,,,,,,,POINT (-79.5179703 43.7007826)
,,,,,,6341008992,43.7010381,-79.5174278,OK Supermarket,,,,,,,POINT (-79.51742779999999 43.7010381)
,,,,,,6341020716,43.6997855,-79.5171096,Iman Varieties Store,,,,,,,POINT (-79.5171096 43.6997855)
,,,,,,6341020720,43.6999810,-79.5180279,Kedija Grocery Store,,,,,,,POINT (-79.51802790000001 43.699981)
,,,,,1894,6341397532,43.6999949,-79.5160878,E's Discount,,,,Weston Road,,,POINT (-79.51608779999999 43.6999949)
,,,,,1890,6341397533,43.6999482,-79.5159974,Waryaa Covenience Store,,,,Weston Road,,,POINT (-79.5159974 43.6999482)
,,,,,1880,6341397537,43.6998762,-79.5157448,Al-Baraka Variety Store,,,,Weston Road,,,POINT (-79.51574479999999 43.6998762)
,,,,,1806,6341397562,43.6989458,-79.5133016,Global Groceries Canada,,,,Weston Road,,,POINT (-79.51330160000001 43.6989458)
,,,,,1794,6341397568,43.6987688,-79.5128528,Jam's Grocery Variety,,,,Weston Road,,,POINT (-79.5128528 43.6987688)
,,,,,,6341447997,43.6968766,-79.5093156,NOI African Supermarket,,,,,,,POINT (-79.50931559999999 43.6968766)
,,,,,1615,6341456299,43.6958690,-79.5074987,Weston Rd. Convenience Store,,,,Weston Road,,,POINT (-79.5074987 43.695869)
,Toronto,,,,1318,6341567838,43.6583935,-79.4431599,Harar Grocery,,,,Bloor Street West,,,POINT (-79.4431599 43.6583935)
,Toronto,,,,1580,6341760038,43.6561212,-79.4541684,Scotty's Variety,,,,Bloor Street West,,,POINT (-79.4541684 43.6561212)
,,,,,,6342130666,43.6913221,-79.5006000,T&K Variety,,,,,,,POINT (-79.50060000000001 43.6913221)
,,,,,,6342130684,43.6901957,-79.4986534,Fardus Decor & Varieties,,,,,,,POINT (-79.49865339999999 43.6901957)
,,,,,,6342131185,43.6903177,-79.4982498,October Convenience,,,,,,,POINT (-79.4982498 43.6903177)
,,,,,,6342148788,43.6883182,-79.4928312,A&M Lifestyle Variety,,,,,,,POINT (-79.4928312 43.6883182)
,,,,,,6342175480,43.6879534,-79.4917753,Henry Convenience,,,,,,,POINT (-79.4917753 43.6879534)
,,,,,,6342175888,43.6875347,-79.4913163,Kaneshi Market,,,,,,,POINT (-79.49131629999999 43.6875347)
,,,,,,6342175889,43.6874640,-79.4911152,M&M Variety & Grocery,,,,,,,POINT (-79.4911152 43.687464)
,Toronto,,,,839,6343511094,43.6623617,-79.4233511,A L Mini Mart,,,,Bloor Street West,,,POINT (-79.4233511 43.6623617)
,Toronto,,,,831,6343511097,43.6624645,-79.4228804,Freta Injera & Variety Store,+1-647-342-5355,,,Bloor Street West,,,POINT (-79.4228804 43.6624645)
,,,,,,6343766438,43.6454796,-79.4359723,West Lodge Tuck Stop,,,,,,,POINT (-79.4359723 43.6454796)
,Toronto,,,,1205,6345455877,43.6588583,-79.4397696,Supermart Convenience,+1-416-531-3771,,,Bloor Street West,,,POINT (-79.43976960000001 43.6588583)
,,,,,,6348220117,43.6859619,-79.4872230,World Variety,,,,,,,POINT (-79.487223 43.6859619)
,,,,,,6348392716,43.6834138,-79.4815836,Kim Grocery,,,,,,,POINT (-79.48158359999999 43.6834138)
,,,,,,6348433231,43.7386385,-79.5400060,Weston Gift & Variety,,,,,,,POINT (-79.54000600000001 43.7386385)
,,,,,,6348433233,43.7387538,-79.5400345,Naomi African Food Market,,,,,,,POINT (-79.5400345 43.7387538)
,,,,,,6348433234,43.7388243,-79.5400395,7 Day Convenience,,,,,,,POINT (-79.54003950000001 43.7388243)
,Toronto,,,,1677,6348434785,43.6552367,-79.4568348,PL Kennth Variety,,,,Bloor Street West,,,POINT (-79.4568348 43.6552367)
,,,,,,6348484097,43.7506148,-79.5426872,Caribbean Island Food Mart,,,,,,,POINT (-79.5426872 43.7506148)
,,,,,,6348484106,43.7511550,-79.5428176,Finch Weston Smoke & Variety,,,,,,,POINT (-79.54281760000001 43.751155)
,,,,,,6348493752,43.7512619,-79.5440628,Lucky Store,,,,,,,POINT (-79.54406280000001 43.7512619)
,,,,,,6348657384,43.7529739,-79.5419469,Just Caribbean Groceries,,,,,,,POINT (-79.5419469 43.7529739)
,,,,,,6348659385,43.7530040,-79.5418147,Bantama Supermarket,,,,,,,POINT (-79.5418147 43.753004)
,,,,,,6350077596,43.7498693,-79.5495439,Finch Main Convenience,,,,,,,POINT (-79.5495439 43.7498693)
,,,,,,6352705193,43.7494538,-79.5530223,Tasty Paan and More,,,,,,,POINT (-79.55302229999999 43.7494538)
,,,,,,6352717355,43.7490447,-79.5598491,Finch Convenience,,,,,,,POINT (-79.55984909999999 43.7490447)
,,,,,,6352773233,43.7558415,-79.5695583,A1 Petro Biz,,,,,,,POINT (-79.5695583 43.7558415)
,,,,,,6352773248,43.7577365,-79.5697781,Angel's Convenience,,,,,,,POINT (-79.56977809999999 43.7577365)
,,,,,,6352773259,43.7582893,-79.5699022,Dizaneau African Foods,,,,,,,POINT (-79.5699022 43.7582893)
,,,,,,6352818279,43.7588525,-79.5704093,Galann Convenience,,,,,,,POINT (-79.57040929999999 43.7588525)
,,,,,,6352818888,43.7595807,-79.5702641,,,,,,,,POINT (-79.5702641 43.7595807)
,,,,,,6352818904,43.7596740,-79.5710350,H&P Food Products,,,,,,,POINT (-79.57103499999999 43.759674)
,,,,,,6352831310,43.7592172,-79.5706716,3J's Milk & Variety,,,,,,,POINT (-79.5706716 43.7592172)
,,,,,,6352831311,43.7591716,-79.5706546,4U Milk Variety,,,,,,,POINT (-79.5706546 43.7591716)
,,,,,,6357148565,43.7187254,-79.5118510,Kabul Foods Supermarket,,,,,,,POINT (-79.51185099999999 43.7187254)
,,,,,,6357148570,43.7199192,-79.5120878,Variedades JCK,,,,,,,POINT (-79.5120878 43.7199192)
,,,,,,6357163305,43.7193830,-79.5076402,Afro-Caribbean Foods,,,,,,,POINT (-79.5076402 43.719383)
,,,,,,6357163317,43.7188335,-79.5073780,IBC Variety,,,,,,,POINT (-79.507378 43.7188335)
Circle K,,,,,,6357208063,43.7095159,-79.5059697,Circle K,,,,,,,POINT (-79.50596969999999 43.7095159)
,,,,,,6357383029,43.6954597,-79.5205838,Balkan Express,,,,,,,POINT (-79.5205838 43.6954597)
,,,,,,6357383032,43.6953254,-79.5204403,A1 Dairy Mart,,,,,,,POINT (-79.5204403 43.6953254)
,,,,,,6357395956,43.7077636,-79.5054857,Oba Market,,,,,,,POINT (-79.50548569999999 43.7077636)
,,,,,,6357395967,43.7063830,-79.5051046,Jane Food Store,,,,,,,POINT (-79.5051046 43.706383)
,,,,,,6358036499,43.7037943,-79.5043921,Xpress Tropical Foods & Meat,,,,,,,POINT (-79.5043921 43.7037943)
,,,,,,6358036501,43.7036980,-79.5043520,Kajanth Grocery,,,,,,,POINT (-79.504352 43.703698)
,,,,,,6358057165,43.7034475,-79.5037286,"Bargain Way Smoke, Gift & Variety",,,,,,,POINT (-79.5037286 43.7034475)
,,,,,675,6358218801,43.6469265,-79.4047956,Abby's Convenience and Wireless Club,,,,Queen Street West,,,POINT (-79.4047956 43.6469265)
,,,,,596,6358218805,43.6472351,-79.4044402,Super Queen's Market,,,,Queen Street West,,,POINT (-79.4044402 43.6472351)
,,,,,,6358489629,43.7011796,-79.5036507,Ray's Tropical Foods,,,,,,,POINT (-79.50365069999999 43.7011796)
,,,,,,6359314420,43.6991714,-79.5025225,Belmont Super Variety,,,,,,,POINT (-79.5025225 43.6991714)
,,,,,,6359314430,43.6980045,-79.5020433,MJ Minimart,,,,,,,POINT (-79.5020433 43.6980045)
,,,,,,6359314431,43.6981801,-79.5027602,Oyato Food,,,,,,,POINT (-79.5027602 43.6981801)
,,,,,,6359375694,43.6770161,-79.4944138,Kenneth's Variety,,,,,,,POINT (-79.4944138 43.6770161)
,,,,,,6359386928,43.6738213,-79.4948790,Habesha Variety,,,,,,,POINT (-79.494879 43.6738213)
,,,,,,6362849596,43.6640040,-79.4158949,7 Days Convenience,,,,,,,POINT (-79.4158949 43.664004)
,,,,,289,6363116946,43.6562258,-79.4871216,Jug Mart Convenience,,,,Jane Street,,,POINT (-79.48712159999999 43.6562258)
,Toronto,,,,611,6363749801,43.6588985,-79.4389194,Gangladesh Corner Variety,+1-416-537-2661,,,Brock Avenue,,,POINT (-79.4389194 43.6588985)
,,,,,,6363938616,43.6667942,-79.4991425,Sun Convenience,,,,,,,POINT (-79.4991425 43.6667942)
,,,,,,6366660077,43.7228090,-79.5083331,Super Stop,,,,,,,POINT (-79.5083331 43.722809)
,,,,,,6366662888,43.7240337,-79.5089826,Meyers Variety,,,,,,,POINT (-79.5089826 43.7240337)
Circle K,,,,,,6367927567,43.7392670,-79.5124360,Circle K,,,,,,,POINT (-79.51243599999999 43.739267)
,,,,,,6367927569,43.7395317,-79.5142261,Kitchen Food Fair,,,,,,,POINT (-79.5142261 43.7395317)
,,,,,,6368030226,43.7410925,-79.5131066,Axess Gift & Convenience,,,,,,,POINT (-79.5131066 43.7410925)
,,,,,,6368030229,43.7419778,-79.5143015,Custitos De Mi Tierra,,,,,,,POINT (-79.5143015 43.7419778)
,,,,,,6369405373,43.7433502,-79.5144792,M&D Convenience,,,,,,,POINT (-79.5144792 43.7433502)
,,,,,,6369405378,43.7515626,-79.5153357,Grace Food Mart,,,,,,,POINT (-79.51533569999999 43.7515626)
,,,,,,6369406985,43.7519209,-79.5154157,Friends Variety & Grocers,,,,,,,POINT (-79.51541570000001 43.7519209)
